pair,function,method,step,lmax,step_label,n_src,n_tgt,h_src,h_tgt,area_rel_l2,rel_l2,linf,source_integral,target_pred_integral,target_truth_integral,conservation_abs_error_vs_source,target_integral_abs_error_vs_truth,h_max,h_min
CS-r16_to_ICOD-r16,smooth1,tempest,-1,-1,tempest,1536,2562,0.09045015681978345,0.07003503810937581,0.002519545884320345,0.002529232026049817,0.009256527801186576,12.566370614359172,12.566370614359172,12.566371546358079,0.0,9.319989064948686e-07,0.09045015681978345,0.07003503810937581
CS-r16_to_ICOD-r16,smooth1,irno,0,0,base,1536,2562,0.09045015681978345,0.07003503810937581,0.0027525280928683143,0.0027609322339436143,0.01339067878919531,12.566370614359172,12.566370439981725,12.566371546358079,1.7437744759263296e-07,1.1063763540875016e-06,0.09045015681978345,0.07003503810937581
CS-r16_to_ICOD-r16,smooth1,irno,1,8,corrected_lmax8,1536,2562,0.09045015681978345,0.07003503810937581,0.0027444219288351125,0.002753184685931696,0.013379799642221468,12.566370614359172,12.566370459191564,12.566371546358079,1.5516760853984124e-07,1.0871665150347098e-06,0.09045015681978345,0.07003503810937581
CS-r16_to_ICOD-r16,smooth1,irno,2,16,corrected_lmax16,1536,2562,0.09045015681978345,0.07003503810937581,0.0027657360710065548,0.0027747518471413963,0.0134502657145944,12.566370614359172,12.566370453762701,12.566371546358079,1.6059647123256582e-07,1.0925953777274344e-06,0.09045015681978345,0.07003503810937581
CS-r16_to_ICOD-r16,smooth1,irno,3,24,corrected_lmax24,1536,2562,0.09045015681978345,0.07003503810937581,0.002806674570728237,0.0028158696893383086,0.01357801962783789,12.566370614359172,12.5663704629468,12.566371546358079,1.5141237241778072e-07,1.0834112789126493e-06,0.09045015681978345,0.07003503810937581
CS-r16_to_ICOD-r16,smooth2,tempest,-1,-1,tempest,1536,2562,0.09045015681978345,0.07003503810937581,0.0033907349981703657,0.003401391757493217,0.011747324526433234,13.231171152281538,13.231171152281538,13.231174413306311,0.0,3.2610247728825925e-06,0.09045015681978345,0.07003503810937581
CS-r16_to_ICOD-r16,smooth2,irno,0,0,base,1536,2562,0.09045015681978345,0.07003503810937581,0.0035969880774146205,0.0036086322699091216,0.016182191907786247,13.231171152281538,13.231170960977794,13.231174413306311,1.9130374440123887e-07,3.4523285172838314e-06,0.09045015681978345,0.07003503810937581
CS-r16_to_ICOD-r16,smooth2,irno,1,8,corrected_lmax8,1536,2562,0.09045015681978345,0.07003503810937581,0.0035782347217462127,0.0035900902262623593,0.016159063921842298,13.231171152281538,13.231170979577174,13.231174413306311,1.7270436458716176e-07,3.4337291374697543e-06,0.09045015681978345,0.07003503810937581
CS-r16_to_ICOD-r16,smooth2,irno,2,16,corrected_lmax16,1536,2562,0.09045015681978345,0.07003503810937581,0.0035929446805879743,0.003605000531442557,0.016246727380412107,13.231171152281538,13.231170990628227,13.231174413306311,1.6165331118145332e-07,3.422678084064046e-06,0.09045015681978345,0.07003503810937581
CS-r16_to_ICOD-r16,smooth2,irno,3,24,corrected_lmax24,1536,2562,0.09045015681978345,0.07003503810937581,0.0036292057269770354,0.003641450810094322,0.016427193019282527,13.231171152281538,13.231171006433629,13.231174413306311,1.4584790974936368e-07,3.406872682631956e-06,0.09045015681978345,0.07003503810937581
CS-r16_to_ICOD-r16,x,tempest,-1,-1,tempest,1536,2562,0.09045015681978345,0.07003503810937581,0.009928297247747471,0.0099747651946991,0.01641913177799098,-4.996003610813204e-16,-4.440892098500626e-16,-6.661338147750939e-16,5.551115123125783e-17,2.220446049250313e-16,0.09045015681978345,0.07003503810937581
