step_label,display,mean_order,min_order,max_order,mean_r2
tempest,Tempest,1.0828208854508028,1.0315812856589237,1.1788081938581307,0.9989136766180458
base,v16 base,0.8061375524433474,0.6619360640048582,0.9247066965947192,0.9180048975450441
corrected_lmax8,v18 lmax8,0.8656039760834389,0.7481847973770415,0.9746396891560202,0.9445316499548337
corrected_lmax16,v18 lmax16,0.8823401500485828,0.7762632638641966,1.01029021489755,0.9633502384380584
corrected_lmax24,v18 lmax24,0.8437214614678679,0.7089625460488376,1.008757609560312,0.9685813385807723
