step,lmax,method,step_label,function,n_levels,fitted_order,r2,h_min,h_max,err_finest,err_coarsest
-1,-1,tempest,tempest,smooth1,4,1.0148453895194867,0.9999890633837005,0.0113062696024727,0.0904501568197834,0.0003058161937162,0.0025195458843203
-1,-1,tempest,tempest,smooth2,4,1.0130230209469613,0.999992365691898,0.0113062696024727,0.0904501568197834,0.0004125432889994,0.0033907349981703
-1,-1,tempest,tempest,x,4,1.0122182210388455,0.9999948649508228,0.0113062696024727,0.0904501568197834,0.0012100044341562,0.0099282972477474
-1,-1,tempest,tempest,y,4,1.0142726414129752,0.9999733970472545,0.0113062696024727,0.0904501568197834,0.001210321317898,0.0099792626307397
-1,-1,tempest,tempest,z,4,1.015669978093436,0.999937259167206,0.0113062696024727,0.0904501568197834,0.0011894461072794,0.0098478611833271
0,0,irno,base,smooth1,4,0.832893900879783,0.6870216598754446,0.0113062696024727,0.0904501568197834,0.0008629099021657,0.0047513166489973
0,0,irno,base,smooth2,4,0.9620544483711089,0.7566263172142177,0.0113062696024727,0.0904501568197834,0.0009332928838211,0.006337043196735
0,0,irno,base,x,4,1.3270294723444964,0.8413300793039521,0.0113062696024727,0.0904501568197834,0.0014021854456299,0.0184480495685885
0,0,irno,base,y,4,1.3190932998814244,0.8381457935898641,0.0113062696024727,0.0904501568197834,0.0014358014963578,0.0186128609192357
0,0,irno,base,z,4,1.2776696081979153,0.8290964365096084,0.0113062696024727,0.0904501568197834,0.0014104002080467,0.0166535941297469
1,8,irno,corrected_lmax8,smooth1,4,0.7964551448977611,0.6444290582480279,0.0113062696024727,0.0904501568197834,0.0009367402899563,0.0046886247091846
1,8,irno,corrected_lmax8,smooth2,4,0.9226847225143614,0.719955618787604,0.0113062696024727,0.0904501568197834,0.0010153235601443,0.0062674231832626
1,8,irno,corrected_lmax8,x,4,1.2770855077208723,0.8343084774196642,0.0113062696024727,0.0904501568197834,0.0015244009066829,0.0182482289956844
1,8,irno,corrected_lmax8,y,4,1.2701555717776627,0.8334139816825761,0.0113062696024727,0.0904501568197834,0.0015528683334706,0.0183913880759697
1,8,irno,corrected_lmax8,z,4,1.2258353764021184,0.8242085663056367,0.0113062696024727,0.0904501568197834,0.0015375344045492,0.0164642093911326
2,16,irno,corrected_lmax16,smooth1,4,0.7620718874626516,0.6014157145467196,0.0113062696024727,0.0904501568197834,0.0010152708136482,0.0046211579955635
2,16,irno,corrected_lmax16,smooth2,4,0.8852974343410983,0.6825388019964548,0.0113062696024727,0.0904501568197834,0.001103098178474,0.0061924119004994
2,16,irno,corrected_lmax16,x,4,1.222411591754268,0.8286114457231585,0.0113062696024727,0.0904501568197834,0.0016699376806041,0.0180367508660452
2,16,irno,corrected_lmax16,y,4,1.2161049130285302,0.829903269231589,0.0113062696024727,0.0904501568197834,0.0016931574652302,0.0181491134932901
2,16,irno,corrected_lmax16,z,4,1.169897322394035,0.8210192428840102,0.0113062696024727,0.0904501568197834,0.0016870826870827,0.0162657227304178
3,24,irno,corrected_lmax24,smooth1,4,0.7278692396881445,0.561004677347787,0.0113062696024727,0.0904501568197834,0.0010989813830809,0.004548718954123
3,24,irno,corrected_lmax24,smooth2,4,0.8484062158839928,0.6475218057386528,0.0113062696024727,0.0904501568197834,0.0011971038259934,0.006111706624316
3,24,irno,corrected_lmax24,x,4,1.1650920481075726,0.8236663445070828,0.0113062696024727,0.0904501568197834,0.0018392444881716,0.0178122861083642
3,24,irno,corrected_lmax24,y,4,1.1589278525364393,0.8269069011200096,0.0113062696024727,0.0904501568197834,0.00185791044588,0.0178866976960389
3,24,irno,corrected_lmax24,z,4,1.1115955841962881,0.8183277737910832,0.0113062696024727,0.0904501568197834,0.0018587635932524,0.0160582184791846
