pair,function,method,step,lmax,step_label,n_src,n_tgt,h_src,h_tgt,area_rel_l2,rel_l2,linf,source_integral,target_pred_integral,target_truth_integral,conservation_abs_error_vs_source,target_integral_abs_error_vs_truth,h_max,h_min
RLL-r90-180_to_CS-r32,smooth1,tempest,-1,-1,tempest,16200,6144,0.02785142527367778,0.04522507840989173,0.0005323142161822385,0.0005235053959029952,0.0022877978824092926,12.566370614359172,12.566370614359172,12.566370614359172,0.0,0.0,0.04522507840989173,0.02785142527367778
RLL-r90-180_to_CS-r32,smooth1,irno,0,0,base,16200,6144,0.02785142527367778,0.04522507840989173,0.0005045771242633739,0.0004965543770028075,0.002474078069161556,12.566370614359172,12.566370639728428,12.566370614359172,2.5369255141072244e-08,2.5369255141072244e-08,0.04522507840989173,0.02785142527367778
RLL-r90-180_to_CS-r32,smooth1,irno,1,8,corrected_lmax8,16200,6144,0.02785142527367778,0.04522507840989173,0.0004926183706883917,0.00048411026365846913,0.002381329370084173,12.566370614359172,12.56637065876442,12.566370614359172,4.440524747906238e-08,4.440524747906238e-08,0.04522507840989173,0.02785142527367778
RLL-r90-180_to_CS-r32,smooth1,irno,2,16,corrected_lmax16,16200,6144,0.02785142527367778,0.04522507840989173,0.0004943370122040648,0.0004856048880309664,0.002335808419399621,12.566370614359172,12.56637064273432,12.566370614359172,2.8375147564929648e-08,2.8375147564929648e-08,0.04522507840989173,0.02785142527367778
RLL-r90-180_to_CS-r32,smooth1,irno,3,24,corrected_lmax24,16200,6144,0.02785142527367778,0.04522507840989173,0.0005053572560608607,0.0004966618124074304,0.0022936279043387353,12.566370614359172,12.566370653267406,12.566370614359172,3.890823307983737e-08,3.890823307983737e-08,0.04522507840989173,0.02785142527367778
RLL-r90-180_to_CS-r32,smooth2,tempest,-1,-1,tempest,16200,6144,0.02785142527367778,0.04522507840989173,0.0006217600354598308,0.0006255103302816257,0.002633838758288931,13.231165459211667,13.231165459211667,13.231171822700507,0.0,6.3634888398667044e-06,0.04522507840989173,0.02785142527367778
RLL-r90-180_to_CS-r32,smooth2,irno,0,0,base,16200,6144,0.02785142527367778,0.04522507840989173,0.0005663988746472823,0.0005683119298973775,0.0023105262749447686,13.231165459211667,13.231165486661443,13.231171822700507,2.744977578572616e-08,6.336039064080978e-06,0.04522507840989173,0.02785142527367778
RLL-r90-180_to_CS-r32,smooth2,irno,1,8,corrected_lmax8,16200,6144,0.02785142527367778,0.04522507840989173,0.0005603473074256078,0.0005621542731462222,0.0022552367258907857,13.231165459211667,13.231165505927494,13.231171822700507,4.67158276507007e-08,6.316773012216004e-06,0.04522507840989173,0.02785142527367778
RLL-r90-180_to_CS-r32,smooth2,irno,2,16,corrected_lmax16,16200,6144,0.02785142527367778,0.04522507840989173,0.0005674997572339732,0.0005694527011053244,0.0022373749760384865,13.231165459211667,13.231165490685655,13.231171822700507,3.147398786040867e-08,6.332014852006296e-06,0.04522507840989173,0.02785142527367778
RLL-r90-180_to_CS-r32,smooth2,irno,3,24,corrected_lmax24,16200,6144,0.02785142527367778,0.04522507840989173,0.0005831328112647636,0.0005854347897563617,0.0022509970914643684,13.231165459211667,13.231165502649581,13.231171822700507,4.343791459859858e-08,6.320050925268106e-06,0.04522507840989173,0.02785142527367778
